"R","Fl","A","Sp","Sm","B","H","L","loc"
1141.3,75,1893,0,0,"0","0","0","2"
1020,42,1973,0,0,"0","0","0","2"
1000,42,1973,0,0,"0","0","0","2"
1120,90,1934,0,0,"0","0","0","2"
1421.2,90,1934,0,0,"0","0","0","2"
1744.2,85,1934,0,0,"0","0","0","2"
1232.4,88,1934,0,0,"0","0","0","2"
1060.1,44,1954,0,0,"0","0","1","2"
850.1,83,1957,0,0,"0","0","0","2"
591.5,86,1954,0,0,"0","0","0","2"
773.7,100,1957,0,0,"0","0","0","2"
879.8,98,1954,0,0,"0","0","0","2"
811,101,1957,0,0,"0","0","0","2"
294.2,54,1957,0,1,"0","1","0","1"
776.5,46,1934,0,1,"0","1","0","1"
513.9,78,1958,0,0,"0","0","0","2"
1073.4,53,1934,0,1,"0","0","1","1"
1171.1,63,1899,0,1,"0","0","0","1"
666.3,78,1893,0,1,"0","0","0","1"
692.3,96,1893,0,1,"0","0","0","1"
563.9,90,1893,0,1,"0","0","0","1"
348.8,38,1981,0,0,"0","1","0","2"
475.5,42,1981,0,0,"0","1","0","2"
517.2,40,1981,0,0,"0","1","0","2"
502.1,40,1981,0,0,"0","1","0","2"
944.7,57,1972,0,0,"0","0","0","2"
1162.3,70,1972,0,0,"0","0","0","2"
755.3,75,1957,0,0,"0","0","0","2"
740.5,75,1957,0,0,"0","0","0","2"
1529.3,94,1981,0,0,"0","0","1","2"
730,43,1972,0,0,"0","0","0","2"
670,37,1972,0,0,"0","0","0","2"
540.1,38,1972,0,0,"0","0","0","2"
969.1,70,1937,1,0,"0","0","0","3"
516.8,52,1937,1,0,"0","1","0","3"
725.8,70,1937,1,0,"0","0","0","3"
1121.7,92,1895,1,0,"0","0","0","3"
843.2,76,1893,1,0,"0","0","0","3"
1171.3,72,1895,1,0,"0","0","0","3"
456.3,58,1941,0,1,"0","0","0","1"
796.6,40,1971,1,0,"0","0","0","3"
460.9,38,1972,1,0,"0","0","0","3"
1000.4,70,1972,1,0,"0","0","0","3"
1074.2,65,1972,1,0,"0","0","0","3"
1242.5,69,1972,1,0,"0","0","0","3"
937.6,68,1972,1,0,"0","0","0","3"
603.5,42,1972,1,0,"0","0","0","3"
454.3,34,1972,1,0,"0","0","0","3"
800.6,51,1957,1,0,"0","0","0","3"
561.7,40,1957,1,0,"0","0","0","3"
2445.2,100,1985,0,0,"0","0","1","2"
1278.2,54,1957,1,0,"0","0","0","3"
980.7,72,1957,1,0,"0","0","0","3"
583.7,57,1972,0,0,"0","0","0","2"
545.1,39,1957,0,0,"0","0","0","2"
783.6,80,1972,1,0,"0","0","1","3"
1050.1,63,1955,0,0,"0","0","0","2"
1294.6,120,1957,0,0,"0","0","1","2"
769.9,83,1972,0,0,"0","0","1","2"
652.8,48,1957,0,0,"0","0","0","2"
667.2,88,1934,0,0,"0","1","0","2"
1143.3,75,1985,0,0,"0","0","0","2"
1099.5,70,1983,0,0,"0","0","0","2"
1021.6,50,1983,0,0,"0","0","0","2"
970.6,55,1893,1,0,"0","0","0","3"
671.1,37,1900,1,0,"0","0","0","3"
1129.9,60,1900,1,0,"0","0","1","3"
898.3,55,1893,1,0,"0","0","0","3"
575.6,92,1893,1,0,"0","1","0","3"
497.8,54,1893,1,0,"0","0","0","3"
629.4,30,1972,0,1,"0","0","0","1"
637,65,1957,0,1,"0","0","0","1"
178.6,65,1972,0,1,"0","0","0","1"
1282.3,91,1974,0,1,"0","0","0","1"
810.5,75,1957,1,0,"0","0","0","3"
814.7,75,1957,1,0,"0","0","0","3"
1234.3,49,1988,1,0,"0","0","0","3"
376.5,54,1964,0,0,"0","0","0","2"
364.8,49,1964,0,0,"0","0","0","2"
394.5,67,1957,0,0,"0","0","0","2"
446.9,60,1902,1,0,"1","1","0","3"
246.6,56,1902,1,0,"1","1","0","3"
704.3,86,1985,0,0,"0","0","0","2"
941.7,52,1972,0,0,"0","0","0","2"
527.4,86,1972,0,0,"0","0","0","2"
950.9,86,1972,0,0,"0","0","0","2"
787.4,79,1957,0,0,"0","0","0","2"
776.9,82,1957,0,0,"0","0","0","2"
817.2,80,1957,0,0,"0","0","0","2"
900,80,1957,0,0,"0","0","0","2"
940,78,1957,0,0,"0","0","0","2"
753.8,78,1972,0,0,"0","0","0","2"
740.5,63,1957,0,0,"0","0","0","2"
1430.6,89,1979,0,0,"0","0","0","2"
897.7,70,1972,0,0,"0","0","0","2"
559.5,72,1972,0,0,"0","0","1","2"
1208.7,60,1935,0,0,"0","1","0","2"
1582.7,120,1956,0,0,"0","0","1","2"
768.3,41,1957,0,0,"0","0","0","2"
1033.2,76,1957,0,0,"0","0","0","2"
902.8,94,1972,0,0,"0","0","0","2"
634.2,58,1972,0,0,"0","0","0","2"
580,58,1972,0,0,"0","0","0","2"
567.2,58,1957,0,0,"0","0","0","2"
930,96,1972,0,0,"0","0","0","2"
874.2,72,1976,0,0,"0","0","0","2"
425.3,33,1981,1,0,"0","0","0","3"
1467.3,65,1981,1,0,"0","0","0","3"
572.1,45,1956,1,0,"0","0","0","3"
659.7,45,1956,1,0,"0","0","0","3"
537.7,35,1970,1,0,"0","0","1","3"
1248.7,78,1957,0,0,"0","0","1","2"
654.9,40,1957,0,0,"0","0","0","2"
667.8,90,1972,0,0,"0","0","1","2"
454.8,55,1957,0,0,"1","1","0","2"
1209.1,70,1957,0,0,"0","0","0","2"
524.8,58,1969,0,0,"0","0","0","2"
1231.4,87,1893,1,0,"0","0","0","3"
1281.2,76,1972,1,0,"0","0","0","3"
848.7,65,1972,0,0,"0","0","0","2"
527.2,75,1968,0,0,"0","0","0","2"
625.6,52,1972,1,0,"0","0","1","3"
2130.2,109,1957,1,0,"0","0","1","3"
1555.1,73,1957,1,0,"0","0","1","3"
708.2,65,1893,0,1,"0","1","0","1"
1160.3,96,1972,1,0,"0","0","0","3"
2021.2,95,1969,1,0,"0","0","0","3"
1043.4,75,1972,1,0,"0","0","0","3"
452.5,92,1957,1,0,"0","0","0","3"
1281.4,60,1973,1,0,"0","0","0","3"
644.9,52,1974,1,0,"0","0","0","3"
662.8,30,1964,1,0,"0","0","0","3"
710,50,1969,1,0,"0","0","0","3"
476.6,60,1939,1,0,"0","0","0","3"
